ID,Call Failure,Complains,Charge Amount,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
1243,10,no,200,28,11,9,2,pre-paid,active,25,107.91,yes
1244,5,no,100,57,7,19,3,pre-paid,active,30,161.08,yes
1245,5,no,100,22,20,10,2,pre-paid,active,25,169.29,yes
1246,16,no,200,137,77,38,2,post-paid,active,25,642.375,yes
1247,12,no,50,167,65,36,4,pre-paid,active,45,391.125,yes
1248,8,no,50,41,23,15,3,pre-paid,active,30,209.56,yes
1249,5,no,50,36,207,6,3,pre-paid,active,30,1006.84,yes
1250,5,yes,400,15,7,3,3,pre-paid,active,30,89.92,no
1251,15,no,50,85,23,24,3,pre-paid,active,30,289.6,yes
1252,7,no,100,19,25,11,3,pre-paid,not-active,30,132.88,yes
1253,17,no,200,74,377,31,3,pre-paid,active,30,1628.48,yes
1254,17,no,100,80,19,42,1,pre-paid,active,15,366.465,yes
1255,10,no,50,72,20,40,2,pre-paid,active,25,222.75,yes
1256,18,no,200,96,50,35,3,pre-paid,active,30,374.24,yes
1257,11,no,100,53,303,25,3,pre-paid,active,30,1327.92,yes
1258,20,no,100,135,162,50,3,pre-paid,active,30,1037.4,yes
1259,14,no,50,183,18,51,3,pre-paid,active,30,649.64,yes
1260,14,no,400,97,20,32,3,pre-paid,active,30,283.88,yes
1261,13,no,50,109,25,19,3,pre-paid,active,30,360.48,yes
1262,16,yes,100,68,26,24,3,pre-paid,not-active,30,215.64,yes
1263,32,no,200,239,72,39,3,pre-paid,active,30,922.56,yes
1264,11,no,100,41,501,15,3,pre-paid,active,30,2148.84,yes
1265,16,no,50,196,168,37,2,pre-paid,active,25,1483.47,yes
1266,10,no,100,100,204,33,3,pre-paid,active,30,1099.4,yes
1267,7,no,50,28,18,18,2,pre-paid,not-active,25,143.46,yes
1268,9,no,100,28,31,15,3,pre-paid,not-active,30,172.92,yes
1269,7,no,100,14,18,7,2,pre-paid,not-active,25,103.455,no
1270,10,no,400,141,402,50,3,pre-paid,active,30,1933.36,yes
1271,14,no,50,168,29,54,4,pre-paid,active,45,375.45,yes
1272,15,no,50,89,126,44,2,pre-paid,active,25,895.14,yes
1273,30,no,200,61,34,24,3,pre-paid,not-active,30,196.04,no
1274,28,no,100,107,19,49,5,post-paid,active,55,193.905,yes
1275,20,no,100,112,44,31,2,pre-paid,active,25,486.675,yes
1276,8,no,100,36,18,21,3,pre-paid,active,30,206.44,yes
1277,16,yes,100,55,27,23,3,pre-paid,not-active,30,249.2,no
1278,16,yes,100,58,52,38,4,pre-paid,not-active,45,200.275,no
1279,7,yes,100,16,18,9,3,pre-paid,not-active,30,97.36,no
1280,8,no,400,39,18,13,4,pre-paid,active,45,99.8,yes
1281,10,no,50,111,32,29,5,pre-paid,active,55,158.715,yes
1282,7,no,50,21,27,11,4,pre-paid,not-active,45,95.85,no
1283,7,no,200,18,22,9,5,pre-paid,active,55,45.615,yes
1284,32,yes,100,252,18,87,2,post-paid,active,25,837.54,yes
1285,13,no,50,130,289,40,3,post-paid,active,30,1459.2,yes
1286,9,no,200,96,20,35,3,pre-paid,active,30,251.96,yes
1287,10,no,100,58,56,27,3,pre-paid,not-active,30,312.32,yes
1288,13,no,100,67,193,30,2,pre-paid,active,25,1018.44,yes
1289,11,no,100,50,211,18,3,post-paid,active,30,918,yes
1290,11,no,400,53,48,75,5,pre-paid,active,55,103.59,yes
1291,18,no,100,39,28,14,3,pre-paid,not-active,30,160.96,yes
1292,7,no,100,24,39,10,4,pre-paid,not-active,45,130.85,yes
1293,17,no,200,46,37,20,2,pre-paid,active,25,245.52,yes
1294,9,no,100,75,26,30,3,pre-paid,active,30,255.4,yes
1295,9,no,50,40,46,21,3,pre-paid,active,30,272.8,yes
1296,23,no,200,155,103,49,2,post-paid,active,25,779.985,yes
1297,19,no,100,185,91,47,5,pre-paid,active,55,280.545,yes
1298,15,no,100,59,49,26,3,pre-paid,active,30,331.88,yes
1299,9,no,50,54,233,17,3,pre-paid,active,30,1129.16,yes
1300,10,no,400,33,18,14,3,pre-paid,active,30,152.24,no
1301,11,no,20,69,7,14,3,pre-paid,active,30,210.56,yes
1302,5,no,100,6,7,2,3,pre-paid,not-active,30,40.44,yes
1303,13,no,200,58,355,21,3,pre-paid,active,30,1525.44,yes
1304,13,no,100,64,7,32,1,pre-paid,active,15,279.785,yes
1305,6,no,20,56,7,30,2,pre-paid,active,25,147.33,yes
1306,14,no,200,80,28,25,3,pre-paid,active,30,271.2,yes
1307,7,no,100,37,281,15,3,pre-paid,active,30,1224.88,yes
1308,16,no,100,119,140,40,3,pre-paid,active,30,934.36,yes
1309,10,no,100,167,7,41,3,pre-paid,active,30,590.6,yes
1310,10,no,400,81,7,22,3,pre-paid,active,30,216.84,yes
1311,9,no,50,93,7,9,3,pre-paid,active,30,273.44,yes
1312,12,no,100,52,7,14,3,pre-paid,not-active,30,124.6,yes
1313,28,no,200,223,50,29,3,post-paid,active,30,819.52,yes
1314,7,no,100,25,479,5,3,pre-paid,active,30,2045.8,yes
1315,12,no,20,180,146,27,2,pre-paid,active,25,1367.55,yes
1316,6,no,100,84,182,23,3,pre-paid,active,30,996.36,yes
1317,5,no,50,12,7,8,2,pre-paid,not-active,25,77.04,yes
1318,5,no,100,12,9,5,3,pre-paid,not-active,30,69.88,yes
1319,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,no
1320,6,no,400,125,380,40,3,pre-paid,active,30,1830.32,yes
1321,10,no,20,152,7,44,4,pre-paid,active,45,311.05,yes
1322,11,no,50,73,104,34,2,pre-paid,active,25,779.22,yes
1323,26,yes,200,45,12,14,3,pre-paid,not-active,30,93,no
1324,24,no,100,91,7,39,5,pre-paid,active,55,170.265,yes
1325,16,no,50,96,22,21,2,pre-paid,active,25,370.755,no
1326,5,no,200,20,7,11,3,pre-paid,active,30,147.4,yes
1327,12,yes,50,39,7,13,3,pre-paid,not-active,30,154.16,no
1328,12,no,100,42,30,28,4,pre-paid,not-active,45,135.875,no
1329,5,yes,100,6,7,2,3,pre-paid,not-active,30,40.44,no
1330,5,no,400,23,7,3,4,pre-paid,active,45,62.9,yes
1331,6,no,50,95,10,19,5,pre-paid,active,55,120.075,yes
1332,5,no,50,6,7,2,4,pre-paid,not-active,45,25.275,no
1333,5,no,200,6,7,2,5,pre-paid,active,55,15.165,yes
1334,28,no,100,236,7,77,2,post-paid,active,25,771.12,yes
1335,9,no,100,114,267,30,3,post-paid,active,30,1356.16,yes
1336,5,no,200,80,7,25,3,pre-paid,active,30,184.92,yes
1337,6,no,100,42,34,17,3,pre-paid,not-active,30,209.28,yes
1338,9,no,100,51,171,20,2,pre-paid,active,25,902.52,yes
1339,7,no,100,34,189,8,3,post-paid,active,30,814.96,yes
1340,7,no,400,37,26,65,5,pre-paid,active,55,64.95,yes
1341,14,no,20,23,7,4,3,pre-paid,not-active,30,61.92,yes
1342,5,no,100,6,17,2,4,pre-paid,not-active,45,50.275,yes
1343,13,no,200,30,15,10,2,pre-paid,active,25,129.6,yes
1344,5,no,100,59,7,20,3,pre-paid,active,30,164.36,yes
1345,5,no,100,24,24,11,3,pre-paid,active,30,169.76,yes
1346,19,no,200,139,81,39,2,post-paid,active,25,664.065,yes
1347,15,no,50,169,69,37,5,pre-paid,active,55,241.905,yes
1348,11,no,100,43,27,16,3,pre-paid,active,30,228.84,yes
1349,5,no,50,38,211,7,3,pre-paid,active,30,1026.12,yes
1350,6,yes,400,17,7,4,3,pre-paid,active,30,93.2,no
1351,17,no,50,87,33,34,3,pre-paid,active,30,346.48,yes
1352,9,no,100,21,35,21,3,pre-paid,not-active,30,189.76,yes
1353,19,no,200,76,387,41,3,pre-paid,active,30,1685.36,yes
1354,19,no,100,82,29,52,1,pre-paid,active,15,444.675,yes
1355,12,no,50,74,30,50,2,pre-paid,active,25,286.74,yes
1356,20,no,200,98,60,45,3,pre-paid,active,30,431.12,yes
1357,13,no,50,55,313,35,4,pre-paid,active,45,865.5,yes
1358,22,yes,100,137,172,60,3,pre-paid,active,30,1094.28,yes
1359,16,no,100,185,28,61,3,pre-paid,active,30,706.52,yes
1360,16,no,400,99,30,42,3,pre-paid,active,30,340.76,yes
1361,15,no,50,111,35,29,3,pre-paid,active,30,417.36,yes
1362,18,no,100,70,36,34,3,pre-paid,not-active,30,272.52,yes
1363,34,yes,200,241,82,49,3,post-paid,active,30,979.44,yes
1364,13,no,100,43,511,25,4,pre-paid,active,45,1378.575,yes
1365,18,no,100,198,178,47,2,pre-paid,active,25,1547.46,yes
1366,12,no,200,102,214,43,3,pre-paid,active,30,1156.28,yes
1367,9,no,20,30,28,28,2,pre-paid,not-active,25,207.45,yes
1368,11,no,100,30,41,25,3,pre-paid,not-active,30,229.8,yes
1369,9,yes,100,16,28,17,2,pre-paid,not-active,25,167.445,no
1370,12,no,400,143,412,60,3,pre-paid,active,30,1990.24,yes
1371,16,no,20,170,39,64,4,pre-paid,active,45,411,yes
1372,17,no,100,91,136,54,2,post-paid,active,25,959.13,yes
1373,32,yes,200,63,44,34,3,pre-paid,not-active,30,252.92,no
1374,30,no,100,109,29,59,5,pre-paid,active,55,215.235,yes
1375,22,no,50,114,54,41,3,pre-paid,active,30,489.48,yes
1376,10,no,200,38,28,31,3,pre-paid,active,30,263.32,yes
1377,18,yes,100,57,37,33,3,pre-paid,not-active,30,306.08,no
1378,18,no,100,60,62,48,4,pre-paid,not-active,45,235.825,no
1379,9,no,100,18,28,19,3,pre-paid,not-active,30,154.24,no
1380,10,no,400,41,28,23,4,pre-paid,active,45,135.35,yes
1381,12,no,50,113,42,39,5,pre-paid,active,55,180.045,yes
1382,9,no,100,23,37,21,4,pre-paid,not-active,45,131.4,no
1383,9,no,200,20,32,19,5,pre-paid,active,55,66.945,yes
1384,34,no,100,254,28,97,2,post-paid,active,25,901.53,yes
1385,15,no,50,132,299,50,3,post-paid,active,30,1516.08,yes
1386,11,no,100,98,30,45,3,pre-paid,active,30,308.84,yes
1387,12,yes,100,60,66,37,4,pre-paid,not-active,45,230.75,no
1388,15,no,100,69,203,40,2,pre-paid,active,25,1082.43,yes
1389,13,no,100,52,221,28,3,post-paid,active,30,974.88,yes
1390,13,no,400,55,58,85,5,pre-paid,active,55,124.92,yes
1391,20,no,100,41,38,24,3,pre-paid,not-active,30,217.84,yes
1392,9,no,50,26,49,20,4,pre-paid,not-active,45,166.4,yes
1393,19,no,200,48,47,30,2,pre-paid,active,25,309.51,yes
1394,11,no,100,77,36,40,3,pre-paid,active,30,312.28,yes
1395,11,no,50,42,56,31,3,pre-paid,active,30,329.68,yes
1396,25,no,200,157,113,59,2,post-paid,active,25,843.975,yes
1397,21,no,50,187,101,57,5,pre-paid,active,55,301.875,yes
1398,17,no,100,61,59,36,3,post-paid,active,30,388.76,yes
1399,11,no,100,56,243,27,3,post-paid,active,30,1186.04,yes
1400,12,yes,400,35,28,24,3,pre-paid,active,30,209.12,no
1401,9,no,100,67,7,4,3,pre-paid,active,30,193.68,yes
1402,5,no,50,6,7,2,3,pre-paid,not-active,30,40.44,yes
1403,11,no,200,56,345,11,3,pre-paid,active,30,1468.56,yes
1404,11,no,100,62,7,22,1,pre-paid,active,15,256.575,yes
1405,5,no,50,54,7,20,2,pre-paid,active,25,128.34,yes
1406,12,no,200,78,18,15,3,pre-paid,active,30,214.32,yes
1407,5,no,50,35,271,5,3,pre-paid,active,30,1168,yes
1408,14,no,100,117,130,30,3,pre-paid,active,30,877.48,yes
1409,8,no,100,165,7,31,3,pre-paid,active,30,573.72,yes
1410,8,no,400,79,7,12,3,pre-paid,active,30,199.96,yes
1411,7,no,20,91,7,17,3,pre-paid,active,30,256.56,yes
1412,10,no,100,50,7,4,3,pre-paid,not-active,30,107.72,yes
1413,26,no,200,221,40,19,3,pre-paid,active,30,762.64,yes
1414,5,no,100,23,469,9,3,pre-paid,active,30,1988.92,yes
1415,10,no,50,178,136,17,2,pre-paid,active,25,1303.56,yes
1416,5,no,200,82,172,13,3,pre-paid,active,30,939.48,yes
1417,5,no,50,10,7,2,2,pre-paid,not-active,25,58.05,yes
1418,5,no,100,10,7,2,3,pre-paid,not-active,30,45,yes
1419,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,no
1420,5,no,400,123,370,30,3,pre-paid,active,30,1773.44,yes
1421,8,no,50,150,7,34,4,pre-paid,active,45,300.5,yes
1422,9,no,50,71,94,24,2,pre-paid,active,25,715.23,yes
1423,24,no,200,43,7,4,3,pre-paid,not-active,30,56.12,no
1424,22,no,100,89,7,29,5,pre-paid,active,55,163.935,yes
1425,14,no,50,94,12,11,2,pre-paid,active,25,306.765,no
1426,5,no,100,18,7,6,3,pre-paid,active,30,130.52,yes
1427,10,no,100,37,7,3,3,pre-paid,not-active,30,137.28,no
1428,10,no,100,40,20,18,3,pre-paid,not-active,30,160.52,no
1429,5,yes,100,6,7,2,3,pre-paid,not-active,30,40.44,no
1430,5,no,400,21,7,2,4,pre-paid,active,45,52.35,yes
1431,5,no,20,93,7,9,5,pre-paid,active,55,109.245,yes
1432,5,no,100,6,7,2,4,pre-paid,not-active,45,25.275,no
1433,5,no,200,6,7,2,5,pre-paid,active,55,15.165,yes
1434,26,no,100,234,7,67,2,pre-paid,active,25,752.13,yes
1435,7,no,100,112,257,20,3,post-paid,active,30,1299.28,yes
1436,5,no,100,78,7,15,3,pre-paid,active,30,168.04,yes
1437,5,no,100,40,24,7,3,pre-paid,not-active,30,152.4,yes
1438,7,no,100,49,161,10,2,pre-paid,active,25,838.53,yes
1439,5,no,100,32,179,2,3,post-paid,active,30,758.08,yes
1440,5,no,400,35,16,55,4,pre-paid,active,45,72.7,yes
1441,12,no,50,21,7,2,3,pre-paid,not-active,30,45.04,yes
1442,5,no,100,6,7,2,4,pre-paid,not-active,45,25.275,yes
1443,11,no,200,28,7,2,2,pre-paid,active,25,74.61,yes
1444,5,no,100,57,7,10,3,pre-paid,active,30,147.48,yes
1445,5,no,50,22,14,2,2,pre-paid,active,25,126.99,yes
1446,17,no,200,137,71,29,2,post-paid,active,25,600.075,yes
1447,13,no,50,167,59,27,5,pre-paid,active,55,220.575,yes
1448,9,no,100,41,17,6,3,pre-paid,active,30,171.96,yes
1449,5,no,100,36,201,25,3,pre-paid,active,30,969.24,yes
1450,5,yes,400,15,7,2,3,pre-paid,active,30,76.32,no
1451,13,no,100,83,44,23,3,pre-paid,active,30,370.92,yes
1452,5,no,50,17,46,10,3,pre-paid,not-active,30,214.2,yes
1453,15,no,200,72,398,30,3,pre-paid,active,30,1709.8,yes
1454,15,no,100,78,40,41,1,pre-paid,active,15,478.28,yes
1455,8,no,20,70,41,39,2,pre-paid,active,25,314.235,yes
1456,16,no,100,94,71,34,3,pre-paid,active,30,455.56,yes
1457,9,no,100,51,324,24,4,pre-paid,active,45,880.775,yes
1458,18,no,100,133,183,49,3,pre-paid,active,30,1118.72,yes
1459,12,no,100,181,39,50,3,pre-paid,active,30,730.96,yes
1460,12,no,400,95,41,31,4,pre-paid,active,45,228.25,yes
1461,11,no,20,107,46,18,3,pre-paid,active,30,441.8,yes
1462,14,yes,100,66,47,23,4,pre-paid,not-active,45,185.6,yes
1463,30,no,200,237,93,38,3,pre-paid,active,30,1003.88,yes
1464,9,no,100,39,522,14,4,pre-paid,active,45,1393.85,yes
1465,14,no,50,194,189,36,3,pre-paid,active,30,1399.96,yes
1466,8,no,200,98,225,32,4,pre-paid,active,45,737.95,yes
1467,5,no,100,26,39,17,3,pre-paid,not-active,30,208.84,yes
1468,7,no,100,26,52,14,3,pre-paid,not-active,30,254.24,yes
1469,5,no,100,12,39,6,3,pre-paid,not-active,30,173.28,no
1470,8,no,400,139,423,49,3,pre-paid,active,30,2014.68,yes
1471,12,no,100,166,50,53,4,pre-paid,active,45,426.275,yes
1472,13,no,50,87,147,43,3,pre-paid,active,30,877,yes
1473,28,yes,200,59,55,23,3,pre-paid,not-active,30,277.36,no
1474,26,no,100,105,40,48,5,post-paid,active,55,224.4,yes
1475,18,no,50,110,65,30,3,pre-paid,active,30,513.92,yes
1476,6,no,200,34,39,20,4,pre-paid,active,45,179.85,yes
1477,14,no,100,53,48,22,3,pre-paid,not-active,30,330.52,no
1478,14,yes,100,56,73,37,4,pre-paid,not-active,45,251.1,no
1479,5,no,50,14,39,8,3,pre-paid,not-active,30,178.68,no
1480,6,no,400,37,39,12,4,pre-paid,active,45,150.625,yes
1481,8,no,20,109,53,28,5,pre-paid,active,55,189.21,yes
1482,5,no,100,19,48,10,4,pre-paid,not-active,45,146.675,no
1483,5,no,200,16,43,8,5,pre-paid,active,55,76.11,yes
1484,30,no,100,250,39,86,2,post-paid,active,25,929.025,yes
1485,11,no,100,128,310,39,3,post-paid,active,30,1540.52,yes
1486,7,no,100,94,41,34,3,pre-paid,active,30,333.28,yes
1487,8,no,100,56,77,26,4,pre-paid,not-active,45,246.025,yes
1488,11,no,100,65,214,29,3,pre-paid,active,30,986.6,yes
1489,9,no,100,48,232,17,3,post-paid,active,30,999.32,yes
1490,9,no,400,51,69,74,5,pre-paid,active,55,134.085,yes
1491,16,no,100,37,49,13,3,pre-paid,not-active,30,242.28,yes
1492,5,no,50,22,60,9,4,pre-paid,not-active,45,181.675,yes
1493,15,no,200,44,58,19,2,pre-paid,active,25,337.005,yes
1494,7,no,100,73,47,29,4,pre-paid,active,45,210.45,yes
1495,7,no,50,38,67,20,3,pre-paid,active,30,354.12,yes
1496,21,no,100,153,124,48,2,post-paid,active,25,871.47,yes
1497,17,no,50,183,112,46,5,pre-paid,active,55,311.04,yes
1498,13,no,100,57,70,25,4,pre-paid,active,45,258.25,yes
1499,7,no,50,52,254,16,3,pre-paid,active,30,1210.48,yes
1500,8,yes,400,31,39,13,3,pre-paid,active,30,233.56,no
1501,13,no,50,71,7,15,2,pre-paid,active,25,239.895,yes
1502,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,yes
1503,15,no,200,60,334,22,2,pre-paid,active,25,1624.635,yes
1504,15,no,100,66,7,33,1,pre-paid,active,15,283.47,yes
1505,8,no,50,58,7,31,1,pre-paid,active,15,183.755,yes
1506,16,no,200,82,7,26,3,pre-paid,active,30,189.88,yes
1507,9,no,50,39,260,16,3,pre-paid,active,30,1143.56,yes
1508,18,no,100,121,119,41,3,pre-paid,active,30,853.04,yes
1509,12,no,100,169,7,42,3,pre-paid,active,30,593.28,yes
1510,12,no,400,83,7,23,3,pre-paid,active,30,219.52,yes
1511,11,no,20,95,7,10,2,pre-paid,active,25,310.635,yes
1512,14,yes,50,54,7,15,3,pre-paid,not-active,30,127.28,yes
1513,30,no,200,225,29,30,3,pre-paid,active,30,738.2,yes
1514,9,no,100,27,458,6,3,pre-paid,active,30,1964.48,yes
1515,14,no,20,182,125,28,2,pre-paid,active,25,1276.065,yes
1516,8,no,100,86,161,24,3,pre-paid,active,30,915.04,yes
1517,5,no,100,14,7,9,2,pre-paid,not-active,25,80.055,yes
1518,7,no,100,14,7,6,2,pre-paid,not-active,25,72.63,yes
1519,5,no,100,6,7,2,2,pre-paid,not-active,25,45.495,no
1520,8,no,400,127,359,41,2,pre-paid,active,25,1967.625,yes
1521,12,no,100,154,7,45,3,pre-paid,active,30,500.36,yes
1522,13,no,100,75,83,35,2,pre-paid,active,25,687.735,yes
1523,28,yes,200,47,7,15,2,pre-paid,not-active,25,85.14,no
1524,26,no,100,93,7,40,4,pre-paid,active,45,285.45,yes
1525,18,no,20,98,7,22,2,pre-paid,active,25,306.27,no
1526,6,no,100,22,7,12,3,pre-paid,active,30,150.08,yes
1527,14,no,20,41,7,14,3,pre-paid,not-active,30,156.84,no
1528,14,no,100,44,9,29,3,pre-paid,not-active,30,136.08,no
1529,5,yes,100,6,7,2,3,pre-paid,not-active,30,40.44,no
1530,6,no,400,25,7,4,3,pre-paid,active,30,103.32,yes
1531,8,no,100,97,7,20,4,pre-paid,active,45,194.3,yes
1532,5,no,100,7,7,2,4,pre-paid,not-active,45,38.125,no
1533,5,no,200,6,7,2,5,pre-paid,active,55,15.165,yes
1534,30,no,100,238,7,78,2,pre-paid,active,25,774.135,yes
1535,11,no,50,116,246,31,2,post-paid,active,25,1434.195,yes
1536,7,no,200,82,7,26,2,pre-paid,active,25,211.05,yes
1537,8,no,100,44,13,18,3,pre-paid,not-active,30,127.96,yes
1538,11,no,100,53,150,21,2,pre-paid,active,25,811.035,yes
1539,9,no,100,36,168,9,2,post-paid,active,25,825.345,yes
1540,9,no,400,39,7,66,4,pre-paid,active,45,62.425,yes
1541,16,no,20,25,7,5,2,pre-paid,not-active,25,72.675,yes
1542,5,no,50,10,7,2,4,pre-paid,not-active,45,43.125,yes
1543,15,no,200,32,7,11,2,pre-paid,active,25,96.615,yes
1544,7,no,100,61,7,21,3,pre-paid,active,30,167.04,yes
1545,7,no,100,26,7,12,2,pre-paid,active,25,117.495,yes
1546,21,no,100,141,60,40,1,post-paid,active,15,699.82,yes
1547,17,no,50,171,48,38,4,pre-paid,active,45,352.35,yes
1548,13,no,50,45,7,17,3,pre-paid,active,30,151.52,yes
1549,7,no,100,40,190,8,3,pre-paid,active,30,944.8,yes
1550,8,no,400,19,7,5,3,pre-paid,active,30,95.88,no
1551,15,no,50,78,21,22,3,pre-paid,active,30,281.72,yes
1552,7,no,50,12,23,9,3,pre-paid,not-active,30,125,yes
1553,17,no,200,67,375,29,3,pre-paid,active,30,1620.6,yes
1554,17,no,100,73,17,40,1,pre-paid,active,15,355.63,yes
1555,10,no,50,65,18,38,2,pre-paid,active,25,213.885,yes
1556,18,no,100,89,48,33,3,pre-paid,active,30,366.36,yes
1557,11,no,100,46,301,23,3,pre-paid,active,30,1320.04,yes
1558,20,no,100,128,160,48,3,pre-paid,active,30,1029.52,yes
1559,14,no,100,176,16,49,3,pre-paid,active,30,641.76,yes
1560,14,no,400,90,18,30,3,pre-paid,active,30,276,yes
1561,13,no,50,102,23,17,3,pre-paid,active,30,352.6,yes
1562,16,no,50,61,24,22,3,pre-paid,not-active,30,207.76,yes
1563,32,yes,200,232,70,37,3,pre-paid,active,30,914.68,yes
1564,11,no,100,34,499,13,3,pre-paid,active,30,2140.96,yes
1565,16,no,50,189,166,35,2,pre-paid,active,25,1474.605,yes
1566,10,no,200,93,202,31,3,pre-paid,active,30,1091.52,yes
1567,7,no,50,21,16,16,2,pre-paid,not-active,25,134.595,yes
1568,9,no,100,21,29,13,3,pre-paid,not-active,30,165.04,yes
1569,7,no,100,7,16,5,2,pre-paid,not-active,25,94.59,no
1570,10,no,400,134,400,48,3,pre-paid,active,30,1925.48,yes
1571,14,no,20,161,27,52,4,pre-paid,active,45,370.525,yes
1572,15,no,50,82,124,42,2,pre-paid,active,25,886.275,yes
1573,30,yes,200,54,32,22,3,pre-paid,not-active,30,188.16,no
1574,28,no,100,100,17,47,5,pre-paid,active,55,190.95,yes
1575,20,no,20,105,42,29,2,pre-paid,active,25,477.81,yes
1576,8,no,100,29,16,19,3,pre-paid,active,30,198.56,yes
1577,16,yes,50,48,25,21,3,pre-paid,not-active,30,241.32,no
1578,16,yes,100,51,50,36,4,pre-paid,not-active,45,195.35,no
1579,7,no,100,9,16,7,3,pre-paid,not-active,30,89.48,no
1580,8,no,400,32,16,11,4,pre-paid,active,45,94.875,yes
1581,10,no,50,104,30,27,5,pre-paid,active,55,155.76,yes
1582,7,no,100,14,25,9,4,pre-paid,not-active,45,90.925,no
1583,7,no,200,11,20,7,5,pre-paid,active,55,42.66,yes
1584,32,no,100,245,16,85,2,post-paid,active,25,828.675,yes
1585,13,no,50,123,287,38,3,post-paid,active,30,1451.32,yes
1586,9,no,200,89,18,33,3,pre-paid,active,30,244.08,yes
1587,10,no,100,51,54,25,3,pre-paid,not-active,30,304.44,yes
1588,13,no,100,60,191,28,2,pre-paid,active,25,1009.575,yes
1589,11,no,100,43,209,16,3,post-paid,active,30,910.12,yes
1590,11,no,400,46,46,73,5,pre-paid,active,55,100.635,yes
1591,18,no,50,32,26,12,3,pre-paid,not-active,30,153.08,yes
1592,7,no,100,17,37,8,4,pre-paid,not-active,45,125.925,yes
1593,17,no,200,39,35,18,2,pre-paid,active,25,236.655,yes
1594,9,no,100,68,24,28,3,pre-paid,active,30,247.52,yes
1595,9,no,50,33,44,19,3,pre-paid,active,30,264.92,yes
1596,23,no,200,148,101,47,2,post-paid,active,25,771.075,yes
1597,19,no,50,178,89,45,5,pre-paid,active,55,277.575,yes
1598,15,no,100,52,47,24,3,pre-paid,active,30,323.96,yes
1599,9,no,50,47,231,15,3,pre-paid,active,30,1121.28,yes
1600,10,yes,400,26,16,12,3,pre-paid,active,30,144.32,no
1601,11,no,20,76,3,16,3,pre-paid,active,30,194.44,yes
1602,3,no,100,10,5,3,3,pre-paid,not-active,30,37.72,yes
1603,13,no,200,65,357,23,3,pre-paid,active,30,1533.32,yes
1604,13,no,100,71,0,34,1,pre-paid,active,15,241.12,yes
1605,6,no,50,63,0,32,2,pre-paid,active,25,115.695,yes
1606,14,no,200,87,30,27,3,pre-paid,active,30,279.08,yes
1607,7,no,100,44,283,17,3,pre-paid,active,30,1232.76,yes
1608,16,no,100,126,142,42,3,pre-paid,active,30,942.24,yes
1609,10,no,50,174,0,43,3,pre-paid,active,30,562.48,yes
1610,10,no,400,88,0,24,3,pre-paid,active,30,188.72,yes
1611,9,no,50,100,5,11,3,pre-paid,active,30,265.32,yes
1612,12,yes,50,59,6,16,3,pre-paid,not-active,30,120.48,yes
1613,28,no,200,230,52,31,3,pre-paid,active,30,827.4,yes
1614,7,no,100,32,481,7,3,pre-paid,active,30,2053.68,yes
1615,12,no,100,187,148,29,2,pre-paid,active,25,1376.415,yes
1616,6,no,200,91,184,25,3,pre-paid,active,30,1004.24,yes
1617,3,no,100,19,0,10,2,pre-paid,not-active,25,45.405,yes
1618,5,no,100,19,11,7,3,pre-paid,not-active,30,77.76,yes
1619,0,no,100,0,0,0,2,pre-paid,not-active,25,0,no
1620,6,no,400,132,382,42,3,pre-paid,active,30,1838.2,yes
1621,10,no,20,159,9,46,4,pre-paid,active,45,315.975,yes
1622,11,no,100,80,106,36,2,pre-paid,active,25,788.085,yes
1623,26,yes,200,52,14,16,3,pre-paid,not-active,30,100.88,no
1624,24,no,100,98,0,41,5,pre-paid,active,55,159.72,yes
1625,16,no,50,103,24,23,2,pre-paid,active,25,379.62,yes
1626,4,no,100,27,0,13,3,pre-paid,active,30,119.28,yes
1627,12,no,100,46,7,15,3,pre-paid,not-active,30,154.04,no
1628,12,no,100,49,32,30,4,pre-paid,not-active,45,140.8,no
1629,3,no,100,7,0,1,3,pre-paid,not-active,30,10.2,no
1630,4,no,400,30,0,5,4,pre-paid,active,45,45.325,yes
1631,6,no,50,102,12,21,5,pre-paid,active,55,123.03,yes
1632,3,no,50,12,7,3,4,pre-paid,not-active,45,36.375,no
1633,3,no,200,9,2,1,5,pre-paid,active,55,9.93,yes
1634,28,no,100,243,0,79,2,post-paid,active,25,739.485,yes
1635,9,no,50,121,269,32,3,post-paid,active,30,1364.04,yes
1636,5,no,200,87,0,27,3,pre-paid,active,30,156.8,yes
1637,6,no,50,49,36,19,3,pre-paid,not-active,30,217.16,yes
1638,9,no,100,58,173,22,2,pre-paid,active,25,911.385,yes
1639,7,no,50,41,191,10,3,post-paid,active,30,822.84,yes
1640,7,no,400,44,28,67,5,pre-paid,active,55,67.905,yes
1641,14,no,100,30,8,6,3,pre-paid,not-active,30,65.8,yes
1642,3,no,100,15,19,2,4,pre-paid,not-active,45,71.375,yes
1643,13,no,200,37,17,12,2,pre-paid,active,25,138.465,yes
1644,5,no,100,66,6,22,3,pre-paid,active,30,160.24,yes
1645,5,no,100,31,26,13,3,pre-paid,active,30,177.64,yes
1646,19,no,200,146,83,41,2,post-paid,active,25,672.885,yes
